"Hotel Name","Hotel ID"
"DoubleTree by Hilton Phoenix Mesa","1081874"
"Quality Inn Halifax Airport","1099974"
"Hilton Quebec","1023083"
"Quality Inn Halifax Airport","1099974"
"Comfort Suites Downtown","1557017"
"Diwane Hotel","1553602"
"Hampton Inn Portland Downtown - Waterfront","5094274"
"The H Dubai","1792178"
"Best Western Plus Paris Orly Airport","1023972"
"Hilton Toronto/Markham Suites Conference Centre & Spa","1227300"
"Park Inn by Radisson, Abu Dhabi Yas Island","1085169"
"Hampton Inn & Suites Miami Wynwood Design District","59474551"
"Hilton Heidelberg","1310412"
"Hilton Quebec","1023083"
"Hilton Quebec","1023083"
"Arizona Biltmore,  LXR Hotels & Resorts","1636988"
"Waldorf Astoria Monarch Beach","1024529"
"DoubleTree by Hilton Phoenix Mesa","1081874"
"Hilton Miami Airport Blue Lagoon","1822760"
"Hilton Garden Inn St. Johns Newfoundland","71782440"
"Hilton Quebec","1023083"
"Hilton Miami Airport Blue Lagoon","1822760"
"Hampton Inn Atlanta-Cumberland Mall/NW","4034851"
"Conrad Dubai","1438256"
"DoubleTree by Hilton Hotel & Suites Houston by the Galleria","1243783"
"Home2 Suites by Hilton East Haven New Haven","1177469"
"Marsa Malaz Kempinski, The Pearl - Doha","41100567"
"ibis Styles Dubai Airport Hotel","21724521"
"DoubleTree by Hilton Hotel San Jose","1606291"
"Quality Inn Halifax Airport","1099974"
"OYO Las Vegas Hotel & Casino","3432925"
"The Knickerbocker","8601485"
"Ramada by Wyndham Princess Belize City","2632374"
"Hilton Garden Inn Bethesda Downtown","2241215"
"DoubleTree by Hilton Hotel Newark Airport","4351633"
"Hilton Quebec","1023083"
"Hilton Quebec","1023083"
"Hilton Quebec","1023083"
"Hilton Quebec","1023083"
"DoubleTree by Hilton Miami Airport & Convention Center","1261674"
"OYO Las Vegas Hotel & Casino","3432925"
"Hampton Inn & Suites Vanderbilt Elliston Place","1417496"
"The Knickerbocker","8601485"
"Hilton New Orleans Riverside","1491836"
"DoubleTree by Hilton Phoenix Mesa","1081874"
"HILTON MISSISSAUGA/MEADOWVALE","2261606"
"Royal Zanzibar Beach Resort","3894661"
"Hilton Miami Airport Blue Lagoon","1822760"
"Grand Mercure Dubai City","38970443"
"Skyline Hotel & Suites","52417651"
"Hampton Inn & Suites Napa","76633980"
"Waldorf Astoria Monarch Beach","1024529"
"Arizona Biltmore,  LXR Hotels & Resorts","1636988"
"Hilton Garden Inn Bethesda Downtown","2241215"
"Cinnamon Lakeside Colombo","1230595"
"Hilton New Orleans Riverside","1491836"
"Washington Hilton","1103839"
"DoubleTree by Hilton Hotel Newark Airport","4351633"
"DoubleTree by Hilton Miami Airport & Convention Center","1261674"
"Hyatt Centric Murano Venice","1114221"
"Grand Hotel Palace","1231386"
"Diwane Hotel","1553602"
"Hoposa Cultural Boutique","33775533"
"JW Marriott Hotel Marina","1034594"
"JW Marriott Hotel Marina","1034594"
"Fairmont Doha","94283388"
"Citymax Hotel Ras Al Khaimah","86061319"
"Grand Mercure Dubai City","38970443"
"DoubleTree by Hilton Miami Airport & Convention Center","1261674"
"LaGuardia Plaza Hotel","2547229"
"Waldorf Astoria Chicago","1533917"
"Kempinski Central Avenue Dubai","1328970"
"Sunway Lagoon Hotel","7493029"
"Embassy Suites by Hilton Chicago O'Hare Rosemont","1072643"
"Hotel Best Semiramis","1801862"
"Hotel Fera Anaheim, a DoubleTree by Hilton","1789284"
"Novotel Jazan Hotel","32863108"
"La Suite Dubai Hotel & Apartments","1274160"
"DoubleTree by Hilton Chicago O’Hare Airport – Rosemont","1155673"
"Citymax Hotel Ras Al Khaimah","86061319"
"Embassy Suites by Hilton Minneapolis Downtown","40253030"
"Hilton Alexandria Mark Center","1838053"
"Hampton Inn Philadelphia Center City-Convention Center","3055327"
"Canal Central Hotel Business Bay","32165659"
"Hilton Cairo Grand Nile","1664899"
"voco Dubai","2225317"
"Le Park Concord Hotel-Najran","98229064"
"Las Palomas Beach & Golf Resort","1041461"
"Hilton Alexandria Mark Center","1838053"
"Hampton Inn & Suites Alexandria Old Town Area South","1533326"
"Royalton CHIC Punta Cana, An Autograph Collection All-Inclusive Resort & Casino - Adults Only","66435837"
"Amalia Hotel Athens","1696202"
"Coral Jubail Hotel","1143500"
"Hoposa Cultural Boutique","33775533"
"Avani Deira Dubai Hotel","2585117"
"Shangri-La Jeddah","20629674"
"Electra Metropolis Hotel","78920178"
"Hyatt Regency Dubai","1189817"
"Hampton Inn & Suites Alexandria Old Town Area South","1533326"
"Embassy Suites by Hilton Minneapolis Downtown","40253030"
"Hilton Garden Inn New York/Tribeca","1413183"
"DoubleTree by Hilton Orlando at SeaWorld","1167498"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Hilton Alexandria Mark Center","1838053"
"Four Seasons Hotel Apartments","68966362"
"Hampton Inn & Suites Vanderbilt Elliston Place","1417496"
"DoubleTree Suites by Hilton Hotel Philadelphia West","1687875"
"DoubleTree by Hilton Hotel Memphis Downtown","3923247"
"Mirada Purple - Obhur","58598840"
"voco Dubai","2225317"
"Shangri-La Hotel Kuala Lumpur","1115178"
"Canal Central Hotel Business Bay","32165659"
"Makarem Umm Al Qura Hotel","1520441"
"Gulf Court Hotel Business Bay","18287005"
"HILTON MISSISSAUGA/MEADOWVALE","2261606"
"HILTON MISSISSAUGA/MEADOWVALE","2261606"
"Sunway Pyramid Hotel","1955243"
"Mövenpick Hotel Jumeirah Beach","1927633"
"Hilton Cincinnati Netherland Plaza","1058979"
"Mystery Hotel Budapest","61185303"
"Alazhar Palace Hotel","66243041"
"Embassy Suites by Hilton Orlando Lake Buena Vista South","2155658"
"Hilton Garden Inn Ottawa Airport","1193886"
"Hampton Inn San Antonio-Downtown (River Walk)","1046851"
"Hampton Inn & Suites Alexandria Old Town Area South","1533326"
"DUO Hotel Lisbon, Curio Collection by Hilton","65182532"
"Hampton Inn New York - LaGuardia Airport","1959638"
"voco Dubai","2225317"
"LaGuardia Plaza Hotel","2547229"
"Hampton Inn Philadelphia Center City-Convention Center","3055327"
"Estancia del Norte San Antonio, Tapestry Collection by Hilton","2312672"
"Embassy Suites by Hilton Seattle Bellevue","1866490"
"The H Dubai","1792178"
"LaGuardia Plaza Hotel","2547229"
"ibis Styles Dubai Airport Hotel","21724521"
"SLS Dubai Hotel & Residences","54987121"
"Citymax Hotel Bur Dubai","2430484"
"Hampton Inn & Suites Alexandria Old Town Area South","1533326"
"Marsa Malaz Kempinski, The Pearl - Doha","41100567"
"Hilton Garden Inn Bethesda Downtown","2241215"
"Park Regis Business Bay","85095667"
"DUO Hotel Lisbon, Curio Collection by Hilton","65182532"
"DUO Hotel Lisbon, Curio Collection by Hilton","65182532"
"DUO Hotel Lisbon, Curio Collection by Hilton","65182532"
"Las Vegas Hilton at Resorts World","36376177"
"Hilton Garden Inn Ottawa Airport","1193886"
"LaGuardia Plaza Hotel","2547229"
"Hilton Palm Springs","1301543"
"Airport Honolulu Hotel","1155709"
"ibis Styles Dubai Airport Hotel","21724521"
"Hilton Toronto/Markham Suites Conference Centre & Spa","1227300"
"LaGuardia Plaza Hotel","2547229"
"DoubleTree By Hilton Hotel Princeton","1001897"
"Conrad Istanbul Bosphorus","1318554"
"Montreal Barsha Hotel","1519517"
"The Bethesdan Hotel, Tapestry Collection by Hilton","1095713"
"Hilton Garden Inn Orlando at SeaWorld","2189218"
"Point Hotel Taksim","1234239"
"Southern Sun Abu Dhabi","2439123"
"Cinnamon Red Colombo","1289018"
"Cinnamon Red Colombo","1289018"
"Elia Ermou Athens Hotel","4003288"
"HILTON MISSISSAUGA/MEADOWVALE","2261606"
"Noor Land Hotel","70564469"
"DoubleTree by Hilton Lansing","2709032"
"DoubleTree by Hilton Turin Lingottoo","1217750"
"Hilton Garden Inn Orlando at SeaWorld","2189218"
"Hilton Toronto/Markham Suites Conference Centre & Spa","1227300"
"Bay La Sun Hotel & Marina","4636149"
"Hampton By Hilton San Jose Airport","1591597"
"Al Diar Mina Hotel","1523532"
"Atlanta Evergreen Lakeside Resort","2210305"
"ibis Styles Dubai Airport Hotel","21724521"
"Olian Hotel","45884997"
"Amman Marriott Hotel","1333586"
"Al Diar Mina Hotel","1523532"
"Hotel Novotel Suites Riyadh Olaya","9977913"
"ibis Styles Dubai Airport Hotel","21724521"
"ibis Styles Dubai Airport Hotel","21724521"
"ibis Styles Dubai Airport Hotel","21724521"
"Sofitel Dubai Jumeirah Beach","1378038"
"Hilton Garden Inn Milan North","6450591"
"The Manhattan at Times Square Hotel","1576488"
"Hilton Garden Inn Bucharest Airport","58448043"
"Hampton by Hilton Tashkent","13062690"
"Rove At The Park","54130289"
"JW Marriott Hotel Marina","1034594"
"Marsa Malaz Kempinski, The Pearl - Doha","41100567"
"Sofitel Dubai Jumeirah Beach","1378038"
"Hotel Novotel Suites Riyadh Olaya","9977913"
"Crowne Plaza Riyadh Palace","2725246"
"Hyatt Centric Murano Venice","1114221"
"HikkaTranz by Cinnamon","3922394"
"Mövenpick Grand Al Bustan Dubai","1264015"
"DoubleTree by Hilton McLean Tysons","2284844"
"Hotel Maya - a DoubleTree by Hilton Hotel","1157598"
"The Benson Portland, Curio Collection by Hilton","1838646"
"Hilton Toronto/Markham Suites Conference Centre & Spa","1227300"
"voco Makkah","34659922"
"Hotel Premium Porto Downtown","94235909"
"Hotel Boulevard, Autograph Collection","1060043"
"Executives Hotel - Olaya","1009095"
"Radisson Hotel Colombo","1678334"
"Dorrar Aleiman Royal Hotel.","5203476"
"Hotel Villa Bianca Resort","1114215"
"Avani Deira Dubai Hotel","2585117"
"Le Park Concord Hotel Al Majmaah","56769765"
"Mövenpick Grand Al Bustan Dubai","1264015"
"Olian Hotel","45884997"
"Hyatt Centric Murano Venice","1114221"
"Executives Hotel - Olaya","1009095"
"Sveta Sofia","3666469"
"Mövenpick Hotel Jumeirah Beach","1927633"
"Patong Resort Hotel - SHA Extra Plus","1795897"
"25hours Hotel One Central","4985083"
"Bay La Sun Hotel & Marina","4636149"
"25hours Hotel One Central","4985083"
"Al Hamra Palace by Warwick - Riyadh","2820611"
"Hyatt Centric Murano Venice","1114221"
"25hours Hotel One Central","4985083"
"Karim Hotel Riyadh","95665459"
"Karim Hotel Riyadh","95665459"
"Gardino Hotel & Residence","42618232"
"25hours Hotel One Central","4985083"
"voco Dubai","2225317"
"Bay La Sun Hotel & Marina","4636149"
"Carawan Al Fahad Hotel","1323006"
"Bay La Sun Hotel & Marina","4636149"
"Montreal Barsha Hotel","1519517"
"Cinnamon Dhonveli Maldives","3209472"
"Le Park Concord Hotel Arar","83302916"
"Holiday Inn St. Augustine-Hist. District","3514677"
"25hours Hotel One Central","4985083"
"Sheraton Grand Hotel, Dubai","89963369"
"Dolce by Wyndham Athens Attica Riviera","1560166"
"Kempinski Central Avenue Dubai","1328970"
"25hours Hotel One Central","4985083"
"Four Points by Sheraton Nairobi Airport","26038107"
"Carawan Al Fahad Hotel","1323006"
"Concorde Inn Hotel","6611151"
"Fairmont Doha","94283388"
"Grand Mercure Dubai City","38970443"
"voco Dubai","2225317"
"Four Seasons Hotel Amman","1164356"
"Four Seasons Hotel Amman","1164356"
"Four Seasons Hotel Amman","1164356"
"Al Khoory Executive Hotel, Al Wasl","4493174"
"Montreal Barsha Hotel","1519517"
"Diwane Hotel","1553602"
"St George Lycabettus Hotel","1610453"
"Olian Hotel","45884997"
"Canal Central Hotel Business Bay","32165659"
"25hours Hotel One Central","4985083"
"Hilton Suites Makkah","2603795"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Canal Central Hotel Business Bay","32165659"
"Mövenpick Grand Al Bustan Dubai","1264015"
"Southern Palms Beach Resort","1105781"
"Four Seasons Hotel Amman","1164356"
"Southern Palms Beach Resort","1105781"
"Conrad Dubai","1438256"
"Golden Dunes Al Fayhaa","48234904"
"Montreal Barsha Hotel","1519517"
"Sheraton Grand Hotel, Dubai","89963369"
"Hampton by Hilton Dubai Airport","6827017"
"Conrad Dubai","1438256"
"The Tower Plaza Hotel Dubai","1520711"
"Hotel Litteraire Le Swann, BW Premier Collection","1498107"
"Hotel Krupnicza 30","67066711"
"Hotel Krupnicza 30","67066711"
"Hilton Suites Makkah","2603795"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Canal Central Hotel Business Bay","32165659"
"25hours Hotel One Central","4985083"
"Hotel Boulevard, Autograph Collection","1060043"
"Balmoral Hotel","1392247"
"Montreal Barsha Hotel","1519517"
"Shangri-La Hotel Kuala Lumpur","1115178"
"Millennium Central Dubai Downtown","1326354"
"Le Passage Cairo Hotel & Casino","1411257"
"25hours Hotel One Central","4985083"
"Bergen Harbour Hotel","6251193"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Hampton by Hilton Dubai Airport","6827017"
"Hampton by Hilton Dubai Airport","6827017"
"voco Dubai","2225317"
"Hotel Boulevard, Autograph Collection","1060043"
"Le Park Concord Hotel Arar","83302916"
"Hampton by Hilton Montevideo Carrasco","2491508"
"Swissôtel Al Murooj Dubai","90001468"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Sheraton Grand Hotel, Dubai","89963369"
"Diwane Hotel","1553602"
"Montreal Barsha Hotel","1519517"
"Sheraton Tampa Riverwalk Hotel","1618229"
"Hampton by Hilton Dubai Airport","6827017"
"Sofitel Dubai Jumeirah Beach","1378038"
"V Hotel Dubai, Curio Collection by Hilton","80640683"
"SKY hotel","18818908"
"Diwane Hotel","1553602"
"InterContinental Dubai Festival City, an IHG Hotel","1309103"
"Pyramisa Suites Hotel Cairo","1576258"
"Constantinopolis Hotel","30171534"
"Garden Plaza Hotel","62700528"
"Bay La Sun Hotel & Marina","4636149"
"Al Raha Beach Resort & Spa","1708000"
"Mövenpick Grand Al Bustan Dubai","1264015"
"Hilton Adelaide","1364618"
"Bay La Sun Hotel & Marina","4636149"
"Fly Inn Baku","4878878"
"Bay La Sun Hotel & Marina","4636149"
"The Editor Hotel Athens","59321098"
"Sheraton Grand Hotel, Dubai","89963369"
"JW Marriott Hotel Marina","1034594"
"The Tower Plaza Hotel Dubai","1520711"
"Aurassi Hotel","5626352"
"Montreal Barsha Hotel","1519517"
"Montreal Barsha Hotel","1519517"
"Sunrise Crystal Bay Resort -Grand Select","2528956"
"Hilton Kuala Lumpur","1419118"
"Royalton Splash Punta Cana An Autograph Collection All-Inclusive Resort & Casino","1461750"
"Royalton Splash Punta Cana An Autograph Collection All-Inclusive Resort & Casino","1461750"
"Royalton Splash Punta Cana An Autograph Collection All-Inclusive Resort & Casino","1461750"
"Royalton Splash Punta Cana An Autograph Collection All-Inclusive Resort & Casino","1461750"
"Alfaw Plaza Hotel","21499370"
"Ambassadeurs Hotel","5123818"
"voco Dubai","2225317"
"25hours Hotel One Central","4985083"
"Corp Amman Hotel","2525063"
"25hours Hotel One Central","4985083"
"Hampton by Hilton Dubai Airport","6827017"
"Hotel Cartagena Dubai","17699558"
"Gray Boutique Hotel and Spa","3450649"
"DoubleTree by Hilton Hotel Cairns","1148687"
"Hilton Dubai Al Habtoor City","56027567"
"Montreal Barsha Hotel","1519517"
"Mövenpick Grand Al Bustan Dubai","1264015"
"DoubleTree by Hilton Hotel Cairns","1148687"
"Swissôtel Al Murooj Dubai","90001468"
"25hours Hotel One Central","4985083"
"Swissôtel Al Murooj Dubai","90001468"
"Swissôtel Al Murooj Dubai","90001468"
"Hotel Clover Patong Phuket (formerly Surf Hotel Patong)","66382645"
"Swissôtel Al Murooj Dubai","90001468"
"Crowne Plaza Dubai - Festival City","1797532"
"Retaj Al Rayyan Hotel","1070186"
"Cinnamon Red Colombo","1289018"
"Hyatt Centric Murano Venice","1114221"
"Sunway Pyramid Hotel","1955243"
"Crowne Plaza Jeddah","2274603"
"Hilton Dubai Jumeirah","8188063"
"Fairmont Doha","94283388"
"Le Park Concord Hotel Arar","83302916"
"Sunway Lagoon Hotel","7493029"
"25hours Hotel One Central","4985083"
"abba Sevilla Hotel","23662137"
"Renz Hotel","3110777"
"Crowne Plaza Jeddah","2274603"
"Millennium Makkah Al Naseem","52891473"
"Hilton Suites Makkah","2603795"
"Hilton Garden Inn Dubai Jumeirah","93727439"
"Patong Resort Hotel - SHA Extra Plus","1795897"
"InterContinental Jeddah, an IHG Hotel","1093472"
"The Diplomat Beach Resort Hollywood, Curio Collection by Hilton","1117945"
"DoubleTree by Hilton Hotel Cariari San Jose - Costa Rica","2090808"
"Grand Oasis Resort","1337064"
"Granbell Hotel Colombo","38215861"
"Hotel ibis Alger Aéroport","3620135"
"voco Dubai","2225317"
"Hampton Inn by Hilton Calgary Airport North","3595025"
"Hilton Strasbourg","1549217"
"Hyatt Place Riyadh Al Sulaimania","80931281"
"HILTON MISSISSAUGA/MEADOWVALE","2261606"
"Royal Zanzibar Beach Resort","3894661"
"DoubleTree by Hilton Hotel Shanghai - Pudong","1197104"
"Myconian Ambassador Relais & Chateaux","2533695"
"Myconian Ambassador Relais & Chateaux","2533695"
"Candia Hotel","1626414"
"The Danna Langkawi","1580117"
"Elizabeth Unique Hotel - A Member of Design Hotels","33310871"
"25hours Hotel One Central","4985083"
"Hotel Aleksandar","8108188"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Cosmopolita Hotel Rome, Tapestry Collection by Hilton","3913161"
"abba Sevilla Hotel","23662137"
"Cinnamon Citadel","3394236"
"Candia Hotel","1626414"
"Cinnamon Bey Beruwala","1658203"
"Hampton By Hilton San Jose Airport","1591597"
"25hours Hotel One Central","4985083"
"Hotel Mercure Alger Aéroport","2515132"
"VIP Grand Lisboa Hotel & Spa","1384061"
"Rove At The Park","54130289"
"Prime Al Corniche Hotel","33109780"
"Angsana Teluk Bahang","18189310"
"Grand Mercure Dubai City","38970443"
"Angsana Teluk Bahang","18189310"
"Continental Hotel Hurghada","1391129"
"Le Park Concord Hotel Arar","83302916"
"Pearl Grand Hotel","6972896"
"Pearl Grand Hotel","6972896"
"Pearl Grand Hotel","6972896"
"Montreal Barsha Hotel","1519517"
"Montreal Barsha Hotel","1519517"
"Pearl Grand Hotel","6972896"
"Pearl Grand Hotel","6972896"
"Pearl Grand Hotel","6972896"
"Montreal Barsha Hotel","1519517"
"Pearl Grand Hotel","6972896"
"Hotel ibis Alger Aéroport","3620135"
"Angsana Teluk Bahang","18189310"
"25hours Hotel One Central","4985083"
"Palazzo dal Borgo","1521299"
"Myconian Korali Relais & Chateaux Hotel","69379566"
"Cinnamon Bey Beruwala","1658203"
"Garden Plaza Hotel","62700528"
"Garden Plaza Hotel","62700528"
"Royal Zanzibar Beach Resort","3894661"
"Hilton Garden Inn Dubai Jumeirah","93727439"
"25hours Hotel One Central","4985083"
"Sierra Sharm El Sheikh","1702670"
"Fairmont Amman","35137834"
"Grand Mercure Dubai City","38970443"
"Mövenpick Grand Al Bustan Dubai","1264015"
"Southern Palms Beach Resort","1105781"
"25hours Hotel One Central","4985083"
"Continental Hotel Hurghada","1391129"
"Grand Mercure Dubai City","38970443"
"Best Western Plus Accra Beach Hotel","1195692"
"Candia Hotel","1626414"
"Mövenpick Hotel Jumeirah Beach","1927633"
"25hours Hotel One Central","4985083"
"Montreal Barsha Hotel","1519517"
"Millennium Makkah Al Naseem","52891473"
"Hospedium Princess Hotel Panamá","2060343"
"25hours Hotel One Central","4985083"
"MENA Tyche Hotel Amman","3523755"
"Candia Hotel","1626414"
"Paramount Hotel Dubai","74286056"
"Hospedium Princess Hotel Panamá","2060343"
"Marigold Thermal & SPA Hotel","1043836"
"Montreal Barsha Hotel","1519517"
"Clarion Congress Hotel Bratislava","2038472"
"Hampton by Hilton Dubai Airport","6827017"
"Sun Palace Hotel","3109442"
"Novotel Jazan Hotel","32863108"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"The Houghton Hotel, Spa, Wellness & Golf","20682490"
"Mercure Grand Hotel Seef","1134535"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Sheraton Grand Hotel, Dubai","89963369"
"Grand Hotel De La Ville","1221968"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"voco Dubai","2225317"
"Royal Olympic Athens","1026151"
"Royal Olympic Athens","1026151"
"Hampton by Hilton Dubai Airport","6827017"
"abba Sevilla Hotel","23662137"
"abba Sevilla Hotel","23662137"
"Royal Zanzibar Beach Resort","3894661"
"Balmoral Hotel","1392247"
"Taleen AlMasif hotel apartments","28456243"
"BEST WESTERN Nantes Hôtel Graslin","4538405"
"BEST WESTERN Nantes Hôtel Graslin","4538405"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Sheraton Grand Hotel, Dubai","89963369"
"25hours Hotel One Central","4985083"
"One&Only One Za'abeel","80183651"
"Royal Zanzibar Beach Resort","3894661"
"Novotel Phuket Kata Avista Resort & Spa","1074582"
"Hampton by Hilton Dubai Airport","6827017"
"Mövenpick Hotel Auckland","1666115"
"25hours Hotel One Central","4985083"
"Blanco Hotel Formentera","26205870"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Cinnamon Lakeside Colombo","1230595"
"InterContinental Residence Suites Dubai F.C.","1699851"
"25hours Hotel One Central","4985083"
"Candia Hotel","1626414"
"25hours Hotel One Central","4985083"
"Kamari Hotel","1214010"
"Hampton by Hilton Dubai Airport","6827017"
"Myconian Korali Relais & Chateaux Hotel","69379566"
"Melissa Hotel","96600005"
"voco Dubai","2225317"
"voco Dubai","2225317"
"Mercure Krakow Fabryczna City","38168569"
"Elounda Bay Palace Hotel","1676576"
"Cinnamon Citadel","3394236"
"Millennium Plaza Downtown Hotel","1578975"
"Mercure Madrid Centro","1693948"
"Royal Zanzibar Beach Resort","3894661"
"ibis Adelaide","4668777"
"Candia Hotel","1626414"
"Mövenpick Hotel Qassim","1900510"
"Mövenpick Hotel Tahlia Jeddah","48422279"
"ibis Styles Brisbane Elizabeth Street Hotel","99067660"
"MENA Tyche Hotel Amman","3523755"
"Amaya Beach Pasikudah","2484957"
"ibis budget Auckland Airport","90274035"
"Aurassi Hotel","5626352"
"Le Park Concord Hotel Arar","83302916"
"Holiday Inn Dubai Festival City","86567205"
"Le Park Concord Hotel - Turaif","88045644"
"Le Park Concord Hotel Arar","83302916"
"Conrad Dubai","1438256"
"Al Marwa Rayhaan by Rotana","3450314"
"Golden Dunes Al Fayhaa","48234904"
"Hotel ibis Alger Aéroport","3620135"
"Angsana Teluk Bahang","18189310"
"MGallery The Bodrum Hotel Yalikavak","18812524"
"Candia Hotel","1626414"
"Hotels Europa","1129456"
"Sofitel Bogota Victoria Regia","1655580"
"One&Only One Za'abeel","80183651"
"Tilal Riyadh","39865438"
"The Berkeley Hotel Pratunam","2596319"
"MENA Tyche Hotel Amman","3523755"
"BEST WESTERN Hotel Madison","1282669"
"Abba Berlin Hotel","1781828"
"Arlene Boutique","44524309"
"Hotel Mediterraneo","1203076"
"Conrad Dubai","1438256"
"voco Dubai","2225317"
"Arabian Courtyard Hotel & Spa","1096537"
"Royal Zanzibar Beach Resort","3894661"
"Golden Andalus Hotel","52572890"
"Executives Hotel - Olaya","1009095"
"Hotel Greenview Medellin","2577778"
"Aiden by Best Western @ Denver West/Golden","1403791"
"AxelBeach Miami South Beach - Adults Only","3730634"
"Hotel Belmont Vancouver MGallery","2924124"
"MENA Tyche Hotel Amman","3523755"
"Hotel Windsor House Inn By GEH Suites","1511905"
"Hotel Windsor House Inn By GEH Suites","1511905"
"Alas Resort & Spa","2424209"
"Safir Sharm Waterfalls Resort","1059883"
"Mercure Bologna Centro","1778994"
"Hotel Belmont Vancouver MGallery","2924124"
"Novotel Strasbourg Centre Halles","1666334"
"Candia Hotel","1626414"
"Best Western Plus Strongsville Cleveland","1205758"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Luna Hotel da Oura","28072437"
"Myconian Kyma Design Hotel","35983221"
"Le Park Concord Hotel Arar","83302916"
"ibis Adelaide","4668777"
"Swissôtel Al Murooj Dubai","90001468"
"Roda Amwaj Suites","77451744"
"El Mouradi Hammamet","1279517"
"25hours Hotel One Central","4985083"
"Hilton Amman","2584243"
"Aiden by Best Western @ Denver West/Golden","1403791"
"Hyatt Place Taghazout Bay","95170149"
"Crowne Plaza Dubai - Festival City","1797532"
"Kempinski The Boulevard Dubai","44090629"
"Tilal Riyadh","39865438"
"One&Only One Za'abeel","80183651"
"25hours Hotel One Central","4985083"
"Hospedium Princess Hotel Panamá","2060343"
"ibis Milano Centro","1098956"
"SLS Baha Mar","78642556"
"Hotel Grand Mercure Phuket Patong","4823495"
"Casual del Jazz San Sebastián","7958751"
"The Caesar Roma","1195764"
"ibis Styles Zurich City Center","31220191"
"Mercure São José dos Campos","1159235"
"Mercure São José dos Campos","1159235"
"Mercure Camboriu","2068998"
"Mercure São José dos Campos","1159235"
"ibis Wien Mariahilf","1362337"
"Amaya Beach Pasikudah","2484957"
"Corp Amman Hotel","2525063"
"Pullman Cologne","1135407"
"Fairmont Hotel Macdonald","2916313"
"25hours Hotel One Central","4985083"
"Divani Palace Acropolis","1705981"
"Roda Amwaj Suites","77451744"
"abba Sevilla Hotel","23662137"
"Hampton by Hilton Dubai Airport","6827017"
"Novotel Milano Linate Aeroporto","1588920"
"Royal Zanzibar Beach Resort","3894661"
"Cinnamon Lakeside Colombo","1230595"
"Conrad Dubai","1438256"
"Amaya Hills Kandy","5059506"
"The Calm Resort & Spa","56704982"
"Boscolo Lyon Hotel & Spa","52170093"
"Novotel Toronto North York","1707230"
"Best Western Seine West Hotel","4646545"
"Novotel Milano Linate Aeroporto","1588920"
"Hospedium Princess Hotel Panamá","2060343"
"The Tower Plaza Hotel Dubai","1520711"
"Best Western Plus Fenton","4000332"
"M Hotel Makkah by Millennium","9128087"
"ibis Adelaide","4668777"
"Best Western Plus Strongsville Cleveland","1205758"
"Novotel Salerno Est Arechi","1040344"
"Swissôtel Al Murooj Dubai","90001468"
"Ibis Styles Toulouse Centre Canal du Midi","1178988"
"Marina-Athens Hotel","1132792"
"The Manhattan at Times Square Hotel","1576488"
"Swissôtel Al Murooj Dubai","90001468"
"Al Marwa Rayhaan by Rotana","3450314"
"Novus City Hotel","1865387"
"Quality Inn & Suites","1028145"
"ibis Adelaide","4668777"
"ibis Wien Mariahilf","1362337"
"Fairmont Palliser","2235150"
"Pullman Paris Montparnasse","1787310"
"Mercure Bordeaux Centre-Ville","2569285"
"Aiden by Best Western @ Denver West/Golden","1403791"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Best Western Plus Strongsville Cleveland","1205758"
"Al Marwa Rayhaan by Rotana","3450314"
"M Hotel Makkah by Millennium","9128087"
"Pullman Cologne","1135407"
"Best Western Plus Fenton","4000332"
"Novotel Jazan Hotel","32863108"
"SureStay Hotel by Best Western SeaTac Airport North","1699157"
"Pullman Cologne","1135407"
"Al Marwa Rayhaan by Rotana","3450314"
"Novotel Barcelona Cornella","1723092"
"Aparthotel Adagio Serris - Val d'Europe","1349699"
"ibis Melaka","41058274"
"Bamburi Beach Hotel","3888878"
"Swissôtel Al Murooj Dubai","90001468"
"Comfort Hotel Melbourne Central","1624738"
"Aqua Blue Hotel","18639470"
"Radisson Hotel Kandy","82085178"
"Al Khoory Courtyard Hotel","52055412"
"Balmoral Hotel","1392247"
"Hotel ibis Styles Nairobi Westlands","54383243"
"Sun Beach Resort","1083479"
"Splendid Hotel & Spa Nice","1056406"
"Novotel Jazan Hotel","32863108"
"Le Park Concord Hotel Arar","83302916"
