"Hotel Name","Hotel ID"
"Novotel Saigon Centre","2988005"
"Jasmine Court Hotel & Casino","1061231"
"Best Western Plus Vancouver Airport Hotel","2090143"
"25hours Hotel One Central","4985083"
"ibis Wien Mariahilf","1362337"
"Hotel Bay Oran","8675336"
"Mercure Nice Centre Notre Dame","1220949"
"Al Marwa Rayhaan by Rotana","3450314"
"Novotel Bangkok on Siam Square","2134025"
"Garden Plaza Hotel","62700528"
"Radisson Hotel Kandy","82085178"
"Al Marwa Rayhaan by Rotana","3450314"
"Lyttos Mare","70439606"
"SureStay Hotel by Best Western Santa Monica","2598789"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Waldorf Astoria Dubai International Financial Centre","60137681"
"The Tower Plaza Hotel Dubai","1520711"
"Cour du Corbeau Strasbourg MGallery","1931060"
"25hours Hotel One Central","4985083"
"Pullman Paris Centre - Bercy","1312214"
"Al Raha Beach Resort & Spa","1708000"
"Best Western Plus Fenton","4000332"
"Hotel Moon & Sun Porto","45096113"
"Mercure Santiago Centro","2104533"
"Las Palomas Beach & Golf Resort","1041461"
"Hotel NJV Athens Plaza","1163588"
"ibis Adelaide","4668777"
"The Tower Plaza Hotel Dubai","1520711"
"Novotel Canberra","2858493"
"ibis Wien Mariahilf","1362337"
"Comfort Inn","5717116"
"Best Western Plus Strongsville Cleveland","1205758"
"Grand Mercure Dubai City","38970443"
"Grand Mercure Dubai City","38970443"
"Swissôtel Al Murooj Dubai","90001468"
"Conrad Dubai","1438256"
"25hours Hotel One Central","4985083"
"Renuka City Hotel","2459795"
"Mövenpick Hotel Stuttgart Messe & Congress","78629119"
"Novotel Miami Brickell","55239695"
"Hotel Cenacolo Assisi","1142470"
"Hotel Mepas","4029299"
"Kassandra Bay Resort & SPA","4623376"
"Alpinn Hotel İstanbul","15705605"
"Mercure Wien Westbahnhof","1553197"
"Mercure Grand Hotel Biedermeier Wien","1827662"
"Mercure Grand Hotel Biedermeier Wien","1827662"
"Mercure Grand Hotel Biedermeier Wien","1827662"
"Al Raha Beach Resort & Spa","1708000"
"25hours Hotel One Central","4985083"
"Royal Zanzibar Beach Resort","3894661"
"ibis Zurich Messe Airport","1019995"
"Best Western Plus Fenton","4000332"
"Mercure Quemado Resort","3214757"
"Grand Oasis Resort","1337064"
"ibis Wien Mariahilf","1362337"
"Mercure Grand Hotel Biedermeier Wien","1827662"
"Novotel Milano Linate Aeroporto","1588920"
"ibis Adelaide","4668777"
"Warwick Hotel Jeddah","21763337"
"Executives Hotel - Olaya","1009095"
"Hotel ibis Styles Nairobi Westlands","54383243"
"Divani Palace Acropolis","1705981"
"Sofitel Paris Baltimore Tour Eiffel","1655762"
"25hours Hotel One Central","4985083"
"Hotel Cartagena Dubai","17699558"
"Mercure Grand Hotel Biedermeier Wien","1827662"
"Hyatt Place Taghazout Bay","95170149"
"Novotel Miami Brickell","55239695"
"Sheraton Grand Hotel, Dubai","89963369"
"Hotel Alcyon","1383194"
"Best Western Plus Strongsville Cleveland","1205758"
"Alesahne Beach Hotel","1340899"
"Corp Amman Hotel","2525063"
"Sultan Gardens Resort","1017324"
"Hotel BEST WESTERN Krakow Old Town","1776777"
"ibis Zurich Messe Airport","1019995"
"Fairmont Palliser","2235150"
"Mercure San Sebastián Monte Igueldo","1542474"
"Fairmont Ramla Serviced Residences","39985985"
"Quality Suites","1188400"
"Best Western Hôtel Ronceray-Opéra","1137444"
"Best Western Hôtel Ronceray-Opéra","1137444"
"Best Western Plus Strongsville Cleveland","1205758"
"Hampton Inn & Suites Miami-Doral/Dolphin Mall","1566683"
"InterContinental Jeddah, an IHG Hotel","1093472"
"25hours Hotel One Central","4985083"
"Novotel Paris 13 Porte d'Italie","1091578"
"Best Western Ars Hotel","1267976"
"Cinnamon Lakeside Colombo","1230595"
"Corp Amman Hotel","2525063"
"Best Western Plus Buraidah","88922726"
"Royal Zanzibar Beach Resort","3894661"
"Novotel Sydney on Darling Harbour","2113338"
"Le Meridien Jeddah","2163812"
"Novotel Bourges","1308329"
"Best Western Plus Boardman Inn & Suites","93418944"
"Hotel Cala Sant Vicenc","1028368"
"Citymax Hotel Business Bay","64421440"
"Laleh International Hotel","1191292"
"Hyatt Place Taghazout Bay","95170149"
"Swissôtel Al Murooj Dubai","90001468"
"25hours Hotel One Central","4985083"
"Boscolo Lyon Hotel & Spa","52170093"
"Prime Al Corniche Hotel","33109780"
"Golden Tulip Dammam Corniche","61835438"
"Millennium Makkah Al Naseem","52891473"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Hotel Centrale, BW Signature Collection","4129589"
"Best Western Kom Hotel Stockholm","1228052"
"Golden Dunes Al Fayhaa","48234904"
"Golden Dunes Al Fayhaa","48234904"
"Candia Hotel","1626414"
"Holiday Inn Dubai Festival City","86567205"
"Holiday Inn Dubai Festival City","86567205"
"Holiday Inn Panama Canal","1859846"
"Sofitel Le Scribe Paris Opéra","1132904"
"Seabel Alhambra Beach Golf & Spa","2313474"
"Best Western Plus Strongsville Cleveland","1205758"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Iris Boutique Jazan","89721372"
"Hilton Amman","2584243"
"Centro Mada Amman","25758619"
"Hotel Greenview Medellin","2577778"
"ibis Cartagena Marbella","80353300"
"Hotel Ibis Styles Dinan Centre Ville","1514373"
"Hotel Ibis Styles Dinan Centre Ville","1514373"
"InterContinental Jeddah, an IHG Hotel","1093472"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Roda Amwaj Suites","77451744"
"Ocean View House","5043333"
"Diagoras Hotel","37563301"
"Hilton Amman","2584243"
"ibis Wellington","3788748"
"Kempinski Central Avenue Dubai","1328970"
"Alazhar Palace Hotel","66243041"
"Alexandar Square Boutique Hotel","48098316"
"Royal Zanzibar Beach Resort","3894661"
"Cosmos Selection Saint-Petersburg Nevsky Royal Hotel, a member of Radisson Individuals","3147902"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Mercure Grand Hotel Seef","1134535"
"Mercure Grand Hotel Seef","1134535"
"Golden Tulip Hail","1026910"
"Hotel Çelik Palas Convention Center & Thermal Spa","49405791"
"Ananta Burin Resort","3564447"
"Cinnamon Lakeside Colombo","1230595"
"M Hotel Makkah by Millennium","9128087"
"Hotel Avexi Suites By GEH Suites","42189187"
"Royal Azur Thalassa","2209814"
"Roda Amwaj Suites","77451744"
"HOTEL MAJESTIC PALACE","1335700"
"Swissôtel Al Murooj Dubai","90001468"
"Swissôtel Al Murooj Dubai","90001468"
"Econo Lodge","1746442"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Bay La Sun Hotel & Marina","4636149"
"Hotel Novotel Yanbu","59951875"
"Paradise Inn Beach Resort Maamoura","2217882"
"25hours Hotel One Central","4985083"
"Aurassi Hotel","5626352"
"Aurassi Hotel","5626352"
"Aurassi Hotel","5626352"
"Swissôtel Al Murooj Dubai","90001468"
"Royal Zanzibar Beach Resort","3894661"
"Mercure Amsterdam City Hotel","1890621"
"Sofitel Mexico City Reforma","98020198"
"Corp Amman Hotel","2525063"
"25hours Hotel One Central","4985083"
"Porto Galini Seaside Resort & Spa","1220141"
"Hilton Garden Inn Dubai Deira","63880602"
"ibis Zurich Messe Airport","1019995"
"The Tower Plaza Hotel Dubai","1520711"
"Signia by Hilton Amman","1321318"
"Hotel Avexi Suites By GEH Suites","42189187"
"ibis budget Auckland Airport","90274035"
"Sofitel Mexico City Reforma","98020198"
"Hampton by Hilton Dubai Airport","6827017"
"Hotel Aleksandar","8108188"
"Hotel Çelik Palas Convention Center & Thermal Spa","49405791"
"Novotel Vilnius Centre","2127880"
"Hotel Aleksandar","8108188"
"Sheraton Grand Hotel, Dubai","89963369"
"Millennium Makkah Al Naseem","52891473"
"Pullman Quay Grand Sydney Harbour","1749748"
"Hotel GHT Sa Riera ****","77163191"
"Myconian Kyma Design Hotel","35983221"
"Pullman Cologne","1135407"
"Pullman Cologne","1135407"
"Kingsgate Al Jadaf - By Millennium, Dubai","29293459"
"Sky Casa Airport","6582946"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Fairmont Palliser","2235150"
"25hours Hotel One Central","4985083"
"Pullman Cologne","1135407"
"MENA Tyche Hotel Amman","3523755"
"Biblos Resort Alacati","9318566"
"Melissi Beach Hotel","1066583"
"Hotel Europe","1721527"
"Novotel Paris 13 Porte d'Italie","1091578"
"Hotel Manaus","1574088"
"Hotel Manaus","1574088"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Smy Lisboa","6849358"
"Smy Lisboa","6849358"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Hotel Cartagena Dubai","17699558"
"25hours Hotel One Central","4985083"
"Mercure Olbia","2070610"
"Pullman Cologne","1135407"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"ibis Bratislava Centrum","2709724"
"Pestana Alvor Atlantico Beach Resort","1213628"
"Novotel Brussels Centre Midi Station","2585260"
"Pullman Cologne","1135407"
"Mövenpick Hotel Amman","1572697"
"Myconian Kyma Design Hotel","35983221"
"The Tower Plaza Hotel Dubai","1520711"
"Seven Gardens Palace","70487009"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Fairmont Hotel Macdonald","2916313"
"Al Raha Beach Resort & Spa","1708000"
"Volcano View Hotel Santorini","83369633"
"Signature Guest Hotel","46169391"
"Pullman Cologne","1135407"
"Hilton Amman","2584243"
"Royal Zanzibar Beach Resort","3894661"
"Royal Zanzibar Beach Resort","3894661"
"Royal Zanzibar Beach Resort","3894661"
"Fairmont Palliser","2235150"
"Cloud City Hotel","1956273"
"25hours Hotel One Central","4985083"
"EL GRECO RESORT HOTEL","1036399"
"Hotel Kadmo","24176551"
"Hotel Bracera","31451309"
"Relux Ios","45921866"
"Aparthotel Adagio Serris - Val d'Europe","1349699"
"Grand TheoNi Hotel","57221761"
"SLS Baha Mar","78642556"
"Pullman Cologne","1135407"
"Nobel Palace Hotel","90689908"
"25hours Hotel One Central","4985083"
"Radisson Blu, Abu Dhabi Yas Island","2146555"
"Hampton by Hilton Dubai Airport","6827017"
"Ibis Paris Montmartre Sacré-Coeur","4892371"
"Hampton by Hilton Dubai Airport","6827017"
"Ananta Burin Resort","3564447"
"25hours Hotel One Central","4985083"
"Sofitel Dubai Jumeirah Beach","1378038"
"Ftelia Bay Boutique Hotel","6664393"
"25hours Hotel One Central","4985083"
"Paramount Hotel Dubai","74286056"
"ibis Berlin Hauptbahnhof","82887476"
"Cinnamon Wild Yala","2697951"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Mercure Belgrade Excelsior","4916713"
"25hours Hotel One Central","4985083"
"Southern Palms Beach Resort","1105781"
"Electra Palace Athens","1238131"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"SEPAR Furnished Hotel","78746428"
"25hours Hotel One Central","4985083"
"Sheraton Grand Hotel, Dubai","89963369"
"MS Vila Nova","3721984"
"MS Vila Nova","3721984"
"25hours Hotel One Central","4985083"
"Fairmont Hotel Macdonald","2916313"
"25hours Hotel One Central","4985083"
"Mercure La Roche Sur Yon Centre","7341375"
"DoubleTree by Hilton Hotel Yerevan City Centre","3529707"
"Southern Palms Beach Resort","1105781"
"Hampton by Hilton Dubai Airport","6827017"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Best Western Plus Strongsville Cleveland","1205758"
"Las Palomas Beach & Golf Resort","1041461"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Fairmont Palliser","2235150"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Novotel Brussels Centre Midi Station","2585260"
"Econo Lodge Inn & Suites","1065415"
"Best Western Plus Strongsville Cleveland","1205758"
"Quality Inn Halifax Airport","1099974"
"Comfort Suites Downtown","1557017"
"ibis Styles Tokyo Ginza Hotel","77019994"
"ibis Styles Tokyo Ginza Hotel","77019994"
"ibis Styles Tokyo Ginza Hotel","77019994"
"Sunway Pyramid Hotel","1955243"
"Hyatt Centric Jumeirah Dubai","56576517"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"ibis Styles Tokyo Ginza Hotel","77019994"
"OYO Las Vegas Hotel & Casino","3432925"
"Quality Inn Halifax Airport","1099974"
"Sunway Pyramid Hotel","1955243"
"Quality Inn Halifax Airport","1099974"
"DoubleTree by Hilton Hotel Yerevan City Centre","3529707"
"Myconian Kyma Design Hotel","35983221"
"Al Jadel Hotel","35243331"
"OYO Las Vegas Hotel & Casino","3432925"
"Le Park Concord Hotel-Najran","98229064"
"Signature Guest Hotel","46169391"
"Signature Guest Hotel","46169391"
"Quality Inn Halifax Airport","1099974"
"25hours Hotel One Central","4985083"
"Taleen Granada Hotel Apartments","43026435"
"Sheraton Grand Hotel, Dubai","89963369"
"Econo Lodge Inn & Suites","1065415"
"Bahi Ajman Palace Hotel","2653109"
"Novotel Melbourne Glen Waverley","2963219"
"Pullman Cologne","1135407"
"25hours Hotel One Central","4985083"
"Quality Inn Halifax Airport","1099974"
"Novotel Paris Vaugirard Montparnasse","1052286"
"25hours Hotel One Central","4985083"
"Southern Palms Beach Resort","1105781"
"OYO Las Vegas Hotel & Casino","3432925"
"RumFish Beach Resort by TradeWinds","1032941"
"Castello City Hotel","1684400"
"Southern Palms Beach Resort","1105781"
"Jaz Mirabel Resort","94922467"
"Al Jadel Hotel","35243331"
"25hours Hotel One Central","4985083"
"25hours Hotel One Central","4985083"
"Aparthotel Adagio Lyon Patio Confluence","2406645"
"Mövenpick Hotel Amsterdam City Centre","1315409"
"Jaz Mirabel Resort","94922467"
"Candia Hotel","1626414"
"Hotel NJV Athens Plaza","1163588"
"Cinnamon Wild Yala","2697951"
"Sea Star Beau Rivage","2479378"
"Dosso Dossi Hotels & SPA Golden Horn","1370518"
"Best Western Hotel Bellevue au Lac","2026164"
"Granbell Hotel Colombo","38215861"
"Southern Palms Beach Resort","1105781"
"Level Los Angeles - Downtown South Olive","65618856"
"Myconian Kyma Design Hotel","35983221"
"Crowne Plaza Riyadh Palace","2725246"
"Hotel Versey Chicago Lincoln Park","1130772"
"Best Western Plus Ajaccio Amiraute","12990126"
"Riyadh Airport Marriott Hotel","2149753"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Golden Dunes Al Fayhaa","48234904"
"Makarem Umm Al Qura Hotel","1520441"
"Makarem Umm Al Qura Hotel","1520441"
"Makarem Umm Al Qura Hotel","1520441"
"Hotel Montemezzi","2020016"
"Silver Cloud Hotel - Bellevue Eastgate","1293154"
"Arts Hotel Istanbul Harbiye Special Class","59870739"
"Golden Tulip Abha","25121147"
"Myconian Korali Relais & Chateaux Hotel","69379566"
"Golden Tulip Dammam Corniche","61835438"
"Best Western Bloomington Edina - Minneapolis","2032189"
"Crowne Plaza Riyadh Palace","2725246"
"Riyadh Airport Marriott Hotel","2149753"
"Comfort Hiroshima Otemachi","3062564"
"Quality Inn Downtown Inner Harbour","1332312"
"Xenios Possidi Paradise Hotel","1360236"
"Candia Hotel","1626414"
"Best Western Hotel at 108","65577248"
"Best Western Plus Skogshojd","1796967"
"Best Western Plus Amsterdam Airport Hotel","1797948"
"Belgrade Art Hotel, a member of Radisson Individuals","2503265"
"Kempinski Hotel Muscat","79990416"
"Líbere Madrid Palacio Real","1779075"
"Líbere Madrid Palacio Real","1779075"
"RumFish Beach Resort by TradeWinds","1032941"
"ibis Styles Tokyo Ginza Hotel","77019994"
"Murillo Hotel","1133230"
"LaGuardia Plaza Hotel","2547229"
"Hyatt Centric Jumeirah Dubai","56576517"
"Richmond Istanbul Hotel","1249458"
"Hotel Baia di Conte","5950043"
"Park Inn by Radisson Makkah Aziziyah","60281843"
"The Goodtime Hotel, Miami Beach a Tribute Portfolio Hotel","38066215"
"Millennium Maxwell House Nashville","1445905"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Romer Waikiki at The Ambassador","5219245"
"Romer Waikiki at The Ambassador","5219245"
"Southern Palms Beach Resort","1105781"
"Bahi Ajman Palace Hotel","2653109"
"Best Western Hotel Crequi Lyon Part Dieu","2284708"
"Miraggio Thermal Spa Resort","86240779"
"LaGuardia Plaza Hotel","2547229"
"YVE Hotel Miami Downtown","1595354"
"Hilton Istanbul Bomonti Hotel & Conference Center","2801787"
"Prime Hotel Al Hamra","12516037"
"Warwick Hotel Jeddah","21763337"
"Clarion Hotel Sign","1332158"
"Quality Inn Toronto Airport","1176624"
"BEST WESTERN Hotel Regina Elena","1166974"
"Myconian Ambassador Relais & Chateaux","2533695"
"Millennium Plaza Downtown Hotel","1578975"
"Riyadh Airport Marriott Hotel","2149753"
"Best Western Plus Executive Inn","2014096"
"Norwood Inn & Suites La Crosse","8201797"
"Riyadh Airport Marriott Hotel","2149753"
"Candia Hotel","1626414"
"Myconian Kyma Design Hotel","35983221"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Kempinski Hotel Mall of the Emirates Dubai","1366207"
"Hospedium Princess Hotel Panamá","2060343"
"Best Western Plus Travel Hotel Toronto Airport","2350505"
"Hospedium Princess Hotel Panamá","2060343"
"Comfort Inn & Conference Centre Toronto Airport","1051695"
"Garden Plaza Hotel","62700528"
"Hotel Oriente","1551348"
"Four Seasons Hotel Apartments","68966362"
"Hospedium Princess Hotel Panamá","2060343"
"Best Western Plus Truckee-Tahoe Hotel","2481416"
"Gamma Santa Fe","2015748"
"Sleep Inn Guarulhos","26686646"
"Econo Lodge Inn & Suites","1065415"
"Best Western Plus Edmundston Hotel","2587845"
"Best Western Plus Suites Downtown","2160465"
"Best Western Plus Travel Hotel Toronto Airport","2350505"
"Aquarius Casino Resort","1855791"
"Best Western Kirkwood Inn","1125618"
"Heritance Kandalama","8032937"
"Capri by Fraser, China Square / Singapore","34094447"
"Millennium Plaza Downtown Hotel","1578975"
"Best Western Air Hotel Linate","1322394"
"Best Western Plus Chateau Granville Hotel & Suites & Conference Ctr.","1056038"
"Millennium Maxwell House Nashville","1445905"
"The Sakala Resort Bali","2512390"
"Best Western Plus Island Palms Hotel & Marina","1286845"
"Hospedium Princess Hotel Panamá","2060343"
"Best Western Cedar Park Inn","1695905"
"Conrad Cairo Hotel","2187706"
"Santo Miramare Resort","3688253"
"InterContinental Jeddah, an IHG Hotel","1093472"
"Candia Hotel","1626414"
"Best Western Hotel Schlossmühle","4638854"
"Best Western Inn & Suites San Diego Zoo -SeaWorld Area","1522848"
"Millennium Maxwell House Nashville","1445905"
"Millennium Maxwell House Nashville","1445905"
"Millennium Maxwell House Nashville","1445905"
"Travelodge by Wyndham Hotel & Convention Centre Quebec City","1407792"
"EL GRECO RESORT HOTEL","1036399"
"Quality Inn Toronto Airport","1176624"
"Best Western Plus Bryce Canyon Grand Hotel","1707510"
"The Manhattan at Times Square Hotel","1576488"
"Aqua Paradise Resort & Aqua Park","14375800"
"Best Western Plus Burlington Inn & Suites","2703364"
"Hilton Istanbul Bomonti Hotel & Conference Center","2801787"
"ibis Styles Paris Roissy CDG Hotel","1069087"
"Habitat Hotel","76872443"
"ModernHaus SoHo","1138534"
"Quality Inn Toronto Airport","1176624"
"Olives City Hotel","80013530"
"Crowne Plaza Panama Airport","71595518"
"Millennium Makkah Al Naseem","52891473"
"Hospedium Princess Hotel Panamá","2060343"
"Le Park Concord Hotel-Najran","98229064"
"Best Western Premier Miami International Airport Hotel & Suites","1525766"
"Best Western Plus Cary Inn - NC State","1774978"
"Best Western Plus South Coast Inn","1198678"
"Hotel Belmont Vancouver MGallery","2924124"
"Best Western Plus Austin Central","2521201"
"Best Western St. Francisville Hotel","2140470"
"Golden Tulip Abha","25121147"
"Handlery Hotel San Diego","1498943"
"RumFish Beach Resort by TradeWinds","1032941"
"Best Western Plus Philadelphia Convention Center Hotel","58893421"
"Best Western Port Columbus","1326355"
"Millennium Plaza Downtown Hotel","1578975"
"Best Western Plus Pioneer Square Hotel","1121089"
"Jaz Fayrouz","1279960"
"Best Western Premier Calgary Plaza Hotel & Conference Centre","1212705"
"Best Western Plus Yosemite Way Station Motel","2307788"
"The Michelangelo","72698482"
"Millennium Maxwell House Nashville","1445905"
"Best Western Kirkwood Inn","1125618"
"Best Western Plus Ruby's Inn","2243999"
"Southern Palms Beach Resort","1105781"
"Hospedium Princess Hotel Panamá","2060343"
"Riyadh Airport Marriott Hotel","2149753"
"Sanctuary Hotel New York","2384472"
"Havana Hotel","16179654"
"Riyadh Airport Marriott Hotel","2149753"
"Best Western Premier Calgary Plaza Hotel & Conference Centre","1212705"
"Best Western Merry Manor Inn","4904177"
"Best Western Plus Philadelphia Convention Center Hotel","58893421"
"25hours Hotel One Central","4985083"
"Myconian Naia Luxury Suites","2048592"
"Dazzler by Wyndham Lima Miraflores","1206595"
"Best Western Hotel Mediterraneo Catania","1550691"
"Best Western Plus Montreal Downtown-Hotel Europa","2017371"
"Best Western Plus Bryce Canyon Grand Hotel","1707510"
"Best Western Plus Bryce Canyon Grand Hotel","1707510"
"Millennium Maxwell House Nashville","1445905"
"Best Western Plus Ruby's Inn","2243999"
"Ramada by Wyndham Princess Santo Domingo","1578146"
"Hospedium Princess Hotel Panamá","2060343"
"ModernHaus SoHo","1138534"
"Best Western Plus Philadelphia Airport South At Widener University","2509291"
"Myconian Kyma Design Hotel","35983221"
"Taleen Al Anfal ِAl Naseem Al Sharqy","91427684"
"Riyadh Airport Marriott Hotel","2149753"
"Millennium Plaza Downtown Hotel","1578975"
"Taleen Al Anfal ِAl Naseem Al Sharqy","91427684"
"Myconian Kyma Design Hotel","35983221"
"The Arkin Colony Hotel","3221618"
"Best Western Premier Calgary Plaza Hotel & Conference Centre","1212705"
"Ramada by Wyndham Princess Santo Domingo","1578146"
"Heritance Tea Factory","1683914"
"Rome Airport Hotel Fiumicino","99902543"
"Millennium Knickerbocker Chicago","1210325"
"The Bostonian Boston","3252758"
"Royal Hotel Zurich","1338792"
"Amareclub Baia dei Turchi","10575871"
"Royal Park","6019843"
"Casa Dorada Los Cabos, Resort & Spa","1470936"
"Best Western Plus Pavilions","1893469"
"Best Western Palm Beach Lakes","1122065"
"Habitat Hotel","76872443"
"Conrad Cairo Hotel","2187706"
"The Goodtime Hotel, Miami Beach a Tribute Portfolio Hotel","38066215"
"Best Western Orlando Gateway Hotel","1529661"
"Best Western Plus Graham Inn","2936196"
"Hospedium Princess Hotel Panamá","2060343"
"Golden Nugget Lake Tahoe","1465452"
"Royal Hotel Zurich","1338792"
"Gulf Court Hotel Business Bay","18287005"
"Best Western Plus Hôtel Monopole Métropole","2163833"
"Millennium Knickerbocker Chicago","1210325"
"RumFish Beach Resort by TradeWinds","1032941"
"Hospedium Princess Hotel Panamá","2060343"
"Millennium Maxwell House Nashville","1445905"
"Barın Hotel","1042817"
"Econo Lodge Inn & Suites","1065415"
"Park Hotel Moskva","2073377"
"Crowne Plaza Riyadh Palace","2725246"
"GHT Miratge Adults Only +18","2890803"
"Hospedium Princess Hotel Panamá","2060343"
"Dreams Riviera Cancun Resort & Spa","1727545"
"The Warwick Hotel Rittenhouse Square","1303721"
"Peppermill Reno Resort","2784628"
"Millennium Knickerbocker Chicago","1210325"
"Hotel NJV Athens Plaza","1163588"
"Best Western Plus Fursan","30862893"
"The STRAT Hotel, Casino & Tower","3575572"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Comfort Hotel Xpress Stockholm Central","1117821"
"The Manhattan at Times Square Hotel","1576488"
"Sofitel Dubai Jumeirah Beach","1378038"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"Novotel Panama City","1930146"
"Park Hotel Moskva","2073377"
"Long Beach Resort Hurghada","2700738"
"Melissi Beach Hotel","1066583"
"Millennium Plaza Downtown Hotel","1578975"
"Conrad Cairo Hotel","2187706"
"Best Western Plus Yosemite Gateway Inn","1169801"
"Porto Carras Meliton","2936340"
"Millennium Plaza Downtown Hotel","1578975"
"Millennium Plaza Downtown Hotel","1578975"
"IntercityHotel Muscat","21727745"
"Best Western Gold Country Inn","1286430"
"Crowne Plaza Riyadh Palace","2725246"
"Best Western Cocoa Beach Hotel & Suites","1151155"
"Seralago Hotel & Suites Maingate East","1122488"
"Millennium Plaza Downtown Hotel","1578975"
"Hospedium Princess Hotel Panamá","2060343"
"Hospedium Princess Hotel Panamá","2060343"
"Best Western Plus Port O'Call Hotel","2255642"
"BEST WESTERN Globus Hotel","1945919"
"Dreams Beach Resort","2936353"
"Best Western Plus Montreal Downtown-Hotel Europa","2017371"
"SureStay Collection by Best Western Saharan Hotel","5303383"
"Millennium Makkah Al Naseem","52891473"
"Candia Hotel","1626414"
"Best Western Airport Motel & Convention Centre","1451045"
"Millennium Plaza Downtown Hotel","1578975"
"Candia Hotel","1626414"
"GreenTree Inn & Suites Phoenix Sky Harbor","1268257"
"Millennium Maxwell House Nashville","1445905"
"Clarion Hotel Sign","1332158"
"Hospedium Princess Hotel Panamá","2060343"
"Garden Plaza Hotel","62700528"
"Millennium Plaza Downtown Hotel","1578975"
"Best Western Plus Port O'Call Hotel","2255642"
"Conrad Cairo Hotel","2187706"
"Millennium Plaza Downtown Hotel","1578975"
"Seralago Hotel & Suites Maingate East","1122488"
"Gamma Santa Fe","2015748"
"Bay Gardens Beach Resort & Spa","6374079"
"Browns Avenue Hotel","30020824"
"The Warwick Hotel Rittenhouse Square","1303721"
"Lyttos Beach","5689826"
"Myconian Kyma Design Hotel","35983221"
"Clarion Congress Hotel Bratislava","2038472"
"Sheraton Minneapolis Downtown Convention Center","1283074"
"Best Western Chicagoland - Countryside","2189602"
"Crowne Plaza Panama Airport","71595518"
"Athens Cypria Hotel","1171229"
"Hospedium Princess Hotel Panamá","2060343"
"The Manhattan at Times Square Hotel","1576488"
"Myconian Kyma Design Hotel","35983221"
"Best Western Plus Palm Beach Gardens Hotel & Suites And Conference Ct","2966132"
"Hotel Santorini","5361503"
"Hotel Santorini","5361503"
"Akra Morea Apartments","40897074"
"Mercure Paris 15 Porte de Versailles","1209525"
"Santa Helena Hotel Rhodes","4416976"
"Royal Myconian Resort - Leading Hotels of the World","3133319"
"Royal Myconian Resort - Leading Hotels of the World","3133319"
"Hotel Diana Roof Garden","1001678"
"Apartamentos Líbere Granada Catedral","66697124"
"Kawada Hotel","3392969"
"Palazzo dal Borgo","1521299"
"The STRAT Hotel, Casino & Tower","3575572"
"The STRAT Hotel, Casino & Tower","3575572"
"Hospedium Princess Hotel Panamá","2060343"
"Browns Avenue Hotel","30020824"
"Hospedium Princess Hotel Panamá","2060343"
"Hospedium Princess Hotel Panamá","2060343"
"Hospedium Princess Hotel Panamá","2060343"
"Best Western Plus Miami-Doral/Dolphin Mall","1238070"
"Costa Grand Resort & Spa","86847380"
"ModernHaus SoHo","1138534"
"Rocabella Santorini Hotel & Spa","1617764"
"Jazz Hotel","3142935"
"BEST WESTERN Hotel Madison","1282669"
"Kwanza Resort by SUNRISE","6372716"
"Kwanza Resort by SUNRISE","6372716"
"OCCIDENTAL PRAHA WILSON","58778364"
"TH Roma - Carpegna Palace","2284339"
"Novotel Panama City","1930146"
"Khalidiya Palace Rayhaan by Rotana","1744201"
"Comfort Hotel Kyoto Toji","93832714"
"Best Western Plus Hotel Terraza","1720378"
"Olive Green Hotel","69107635"
"Olive Green Hotel","69107635"
"Golden Dunes Al Fayhaa","48234904"
